city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
4,80,2,2,1,1,1,0,2188,0,10,7.695757990554761
4,70,2,2,2,0,0,858,6000,449,77,8.90720619496548
0,74,3,2,1,0,1,450,1000,92,14,7.350516171833998
0,66,3,1,2,0,1,250,1100,73,15,7.271703706887368
4,80,2,1,1,0,1,800,1275,0,17,7.646353722445999
2,100,3,2,2,0,1,0,3000,125,54,8.064636475774222
4,218,4,4,2,0,1,2250,5500,692,70,9.049349685884057
3,73,2,1,1,0,1,625,1200,119,16,7.581209826196346
3,230,4,2,2,0,0,4000,13000,1839,168,9.852773037991627
4,80,3,5,2,1,1,3460,12000,1000,153,9.717820405491077
0,180,3,3,3,0,1,331,4200,227,56,8.479491324232226
3,85,3,2,1,0,1,710,2500,264,33,8.162801353492073
4,37,1,1,0,1,1,0,900,75,14,6.897704943128636
2,65,2,1,0,0,1,140,985,21,15,7.057897937411856
4,440,4,3,2,0,1,4200,8000,1702,102,9.546884034617925
3,57,2,1,0,0,1,100,1530,0,20,7.409136443920128
4,74,3,2,1,0,1,513,1715,100,22,7.762596048540069
4,180,3,4,3,0,1,2047,1800,902,23,8.470730317005897
4,198,3,3,0,0,1,2070,6000,715,77,9.089640586738398
3,170,3,4,3,0,1,2000,5000,757,65,8.96482339168508
4,240,3,4,3,0,0,4000,8500,1167,108,9.531046110875145
4,59,2,2,0,1,1,754,1990,25,26,7.935945103353701
4,525,5,4,4,0,1,0,8330,2167,126,9.27058845232154
4,226,4,4,4,0,1,2850,3000,2488,39,9.03336450150698
4,60,2,2,2,0,1,170,1950,67,30,7.704361167910313
2,43,2,1,0,1,1,382,1570,42,23,7.609862200913554
4,158,4,4,3,0,1,2100,6600,375,84,9.122601457668177
2,42,1,1,1,0,0,162,1400,17,21,7.3783837129967145
4,50,1,1,0,1,1,0,1250,34,19,7.1731917424865985
0,66,2,1,1,0,1,385,550,26,8,6.877296071497429
4,39,1,1,1,1,0,600,4200,125,54,8.513185170018698
4,64,1,2,1,0,0,850,3700,185,47,8.472823243680297
4,70,3,2,0,0,1,0,1500,60,23,7.367708572374371
4,30,1,1,1,0,1,1,1930,0,25,7.579167967396076
4,135,3,3,0,1,1,1400,3810,167,49,8.599141774063405
4,170,3,2,1,0,1,860,6500,110,83,8.929832503272403
3,120,3,2,1,0,1,1700,7500,334,97,9.172846167548602
0,92,2,1,0,0,1,0,1200,60,20,7.155396301896734
0,183,4,4,4,0,1,1695,9300,803,124,9.386056829718001
4,210,3,3,2,1,0,3500,8667,834,110,9.481206851499401
3,30,1,1,0,0,1,456,900,94,12,7.288244401020124
1,119,3,3,2,0,1,663,5500,133,70,8.758883680017025
3,298,5,3,2,0,1,2200,4100,417,53,8.820404065485645
0,260,3,2,4,0,1,0,2600,268,43,7.976595409316577
0,201,4,4,4,0,1,1800,7300,113,98,9.139059169971219
4,200,3,4,4,1,1,0,4000,400,61,8.403352374992478
4,60,2,1,1,0,0,785,3800,112,49,8.465268118551318
3,70,2,1,1,0,1,300,2000,59,31,7.779466967458324
4,135,3,2,1,0,0,950,7500,77,96,9.06230429314878
4,336,6,2,3,0,1,0,6350,1125,96,8.932212512329214
4,300,3,4,6,0,1,0,3200,167,49,8.136518252115291
3,600,5,5,4,0,1,4300,8000,1585,104,9.546169544733285
4,60,3,3,2,0,1,0,2700,273,41,8.011355109161286
4,254,3,4,4,1,0,3100,7000,930,89,9.316590491818841
4,210,3,5,4,0,0,3301,11900,960,151,9.69959500581403
4,178,3,4,2,1,1,2450,10000,834,127,9.50383054471094
4,45,1,1,0,1,1,0,1000,34,16,6.957497370876951
3,70,3,1,0,0,1,474,750,138,10,7.224753405767971
4,181,4,5,3,0,1,2100,2600,579,33,8.577911926450943
0,72,2,2,1,0,1,370,1700,90,23,7.688913336864796
4,60,2,2,1,0,0,1600,5550,142,71,8.904358542352968
4,55,2,1,1,0,1,496,1800,0,23,7.749322464660356
4,94,1,2,2,1,0,1356,13000,384,165,9.609854474590907
3,210,3,2,1,0,1,3200,14080,700,182,9.807031716718498
4,37,1,1,1,0,1,541,4000,50,51,8.443115988019922
4,41,2,1,0,0,1,270,1200,0,16,7.304515946460155
4,240,3,4,3,0,0,5100,11000,1834,140,9.802063722398165
2,70,2,1,0,0,1,500,1105,84,17,7.442492722794441
0,55,3,1,1,1,1,199,800,42,11,6.959398512133975
3,150,3,1,0,0,1,450,1500,0,20,7.58629630715272
3,55,2,2,1,0,1,500,1330,30,18,7.538494999413465
4,390,3,3,2,0,0,0,7500,650,113,9.019664010799474
2,73,3,2,1,0,1,354,1777,84,26,7.715123603632105
1,57,1,1,1,0,1,690,2600,131,33,8.14757773620177
3,93,3,1,0,0,1,400,1500,70,20,7.596392304064196
3,88,2,2,2,0,1,957,2500,430,33,8.27410200229233
4,330,4,6,3,0,1,5457,15000,2475,191,10.048496574446103
4,130,3,3,2,0,0,1150,2350,255,30,8.239065331769268
4,170,4,3,2,1,0,3000,10000,770,127,9.539716058977092
4,220,3,4,4,0,1,3167,5500,1084,70,9.19238004659919
4,59,2,1,1,0,1,600,1600,0,21,7.706162970199576
4,500,4,4,3,0,1,0,10800,988,163,9.388570235866881
3,70,3,2,0,0,1,0,1500,50,20,7.359467638255621
3,55,1,1,1,1,1,538,1250,25,17,7.5126175446745105
0,35,1,1,1,0,0,600,1080,100,15,7.493317248862145
4,33,1,1,1,0,0,565,3200,123,41,8.276394704863307
0,80,3,2,1,0,1,280,1200,97,16,7.374001859350161
0,2000,4,2,3,0,1,0,4956,200,82,8.56388591940822
4,60,1,1,1,1,0,490,3250,131,42,8.272315147956022
2,48,2,1,0,0,1,400,950,36,14,7.244941546337007
1,53,1,1,1,0,1,494,650,34,9,7.080026499922591
4,96,3,1,1,0,1,1140,2800,0,36,8.28828304520769
4,25,1,1,0,1,0,0,1750,0,23,7.480992162869525
4,23,1,1,1,0,1,520,2300,59,30,7.975908360165538
4,83,1,1,1,1,0,4000,6000,255,77,9.242904362849446
3,25,1,1,0,0,1,50,700,0,10,6.634633357861686
4,45,1,1,1,1,0,1600,1800,177,23,8.188966863648876
2,70,2,2,2,0,1,500,1800,0,27,7.752764808851328
4,80,1,1,0,0,1,0,1200,1,19,7.107425474110705
4,78,1,1,0,0,1,420,2522,25,32,8.006367567650246
0,45,1,1,0,1,1,0,1100,8,15,7.024649030453636
4,43,1,1,0,0,0,1195,680,220,9,7.652070746116482
4,250,5,4,5,0,1,2300,2800,800,36,8.688959234270676
4,350,5,6,6,0,1,7000,15000,417,191,10.026191792511579
1,190,4,4,2,0,1,900,3200,192,15,8.36822903827628
4,117,3,4,4,0,1,1500,2700,50,35,8.363109176033522
3,75,2,1,1,1,1,379,580,69,8,6.9440872082295275
0,113,4,2,2,0,1,1600,4900,489,66,8.861633597686627
2,46,1,1,1,0,1,380,650,16,10,6.963189985870238
4,100,3,2,1,0,1,0,3500,98,53,8.20303024171486
4,35,1,1,0,1,1,0,500,0,8,6.2324480165505225
4,300,4,5,1,0,0,3700,8550,400,109,9.454148923733976
1,57,2,1,1,0,0,370,1000,36,13,7.258412150595307
4,35,1,1,0,0,1,285,1600,32,21,7.569927655242652
3,110,3,2,2,0,1,1050,2750,92,36,8.27614021955846
4,106,2,3,2,0,0,1109,3980,209,51,8.584851839890053
3,120,3,3,1,0,1,1260,3500,147,46,8.507950610049305
2,40,1,1,0,1,0,0,2000,0,30,7.616283561580385
3,97,3,1,0,0,1,390,2080,100,27,7.862497197230545
3,160,3,1,2,0,1,0,2800,151,43,8.00469951054955
4,80,4,4,3,0,1,3450,6000,0,77,9.161990111035136
4,297,4,5,5,0,1,3182,11700,2482,149,9.7705845338719
4,400,5,4,6,0,0,0,6500,0,98,8.794673401383422
3,90,3,1,0,0,1,250,1500,140,20,7.555381944240273
3,93,3,3,1,0,1,1307,2990,235,39,8.427706024914702
4,37,1,1,1,0,0,658,2700,145,35,8.171599480345463
4,300,4,2,2,0,0,3000,6500,1091,83,9.275285060616564
4,217,3,4,3,0,1,3400,1900,917,25,8.739216115061744
4,77,3,2,2,1,1,830,6200,205,79,8.897682313454224
4,150,3,4,3,1,0,2200,7500,622,54,9.247732491193245
4,60,2,1,0,0,1,453,1654,0,21,7.663407664893479
4,140,3,2,1,0,1,1141,2900,148,37,8.34924780056679
0,96,3,2,1,0,1,200,2000,95,27,7.750614732770409
4,55,1,1,1,0,0,577,5600,80,71,8.752897524775305
4,170,3,2,2,0,1,0,4200,309,64,8.428143374582726
3,70,2,2,1,0,1,1000,1400,211,19,7.875119281040293
4,400,10,9,8,0,1,0,8330,550,126,9.105757331783742
0,209,4,4,4,0,1,2140,7300,587,98,9.223355309053677
3,91,2,2,2,0,0,4495,5500,637,71,9.278092474027002
4,328,3,4,4,0,0,1382,6000,800,77,9.019179866515024
0,92,3,3,2,0,1,300,1600,112,22,7.618251097876695
3,50,2,1,1,0,1,830,1650,0,22,7.8252452914317745
3,85,2,1,0,0,1,470,2800,217,43,8.169336395928386
4,72,2,2,0,0,0,700,3000,1,39,8.227108234348146
3,140,4,2,1,0,1,1600,3900,350,51,8.683046555502886
4,70,2,2,1,1,1,390,1500,80,20,7.596392304064196
4,130,3,3,3,1,1,2200,3500,348,45,8.715059959545654
4,387,4,6,6,0,1,4246,6647,2235,85,9.488805094878353
1,126,3,3,2,0,1,780,3600,167,46,8.432506383249043
4,104,3,2,2,1,1,1040,3800,0,49,8.494947582468917
4,550,4,4,4,0,1,0,14000,1334,211,9.651880224221337
4,51,1,1,0,0,1,367,1950,84,25,7.794411205726601
0,140,4,3,3,0,1,1200,3400,250,46,8.496378051702317
4,90,2,1,1,0,1,1000,3000,50,39,8.316300249036848
4,70,2,2,2,0,1,550,1750,209,23,7.837159650001675
3,140,3,2,1,1,0,1600,4000,271,52,8.68676717538769
3,20,1,1,0,0,1,375,1250,30,17,7.422373700986824
4,365,3,5,2,0,0,1950,8500,899,108,9.346705246496699
2,200,2,3,2,0,0,1800,12750,500,187,9.63174444388585
4,40,1,1,0,1,1,185,850,41,13,6.993932975223189
1,66,1,1,1,0,0,900,5000,62,64,8.704004653483045
4,161,1,2,2,1,1,2162,7000,54,89,9.138414632404594
3,75,2,1,0,0,1,915,2350,80,31,8.124743020385568
1,110,3,1,2,0,1,0,1900,64,29,7.597897950521784
1,82,2,1,1,0,1,300,600,105,8,6.921658184151129
4,23,1,1,0,0,0,430,1800,0,23,7.720461694599722
4,65,3,2,1,0,1,512,1740,135,23,7.787796878181171
2,40,1,1,0,0,0,0,816,0,15,6.723832440821209
1,129,3,2,2,0,1,1411,3310,235,42,8.51699317141357
4,114,1,1,1,0,1,987,2800,208,36,8.302017809751204
4,200,2,2,2,0,1,1,3000,167,46,8.07558263667172
2,101,3,2,2,0,0,541,4200,142,62,8.506334448081361
0,50,2,1,0,1,1,0,950,50,16,6.92461239604856
4,400,4,3,2,0,1,0,8000,1417,121,9.163143937145207
4,71,2,1,1,0,1,785,2559,0,32,8.124743020385568
2,72,2,1,0,1,1,100,900,42,14,6.963189985870238
4,250,4,4,3,1,0,4341,8000,888,102,9.497847429113676
1,50,2,1,1,0,1,0,1000,0,13,6.921658184151129
1,180,3,2,1,0,1,1060,2200,201,28,8.157657015196472
2,31,1,1,0,0,1,250,586,28,9,6.773080375655535
3,86,2,1,0,0,1,730,1650,60,22,7.809135398120538
0,200,4,3,2,0,1,1164,4000,378,54,8.62998601889136
4,130,3,2,1,0,1,1550,5500,300,70,8.912069097970134
2,38,1,1,0,0,1,330,1800,42,27,7.696212639346407
4,20,1,1,0,1,0,0,1950,0,25,7.588829878307813
2,140,3,2,2,0,0,1300,3200,167,47,8.458504195067558
2,40,1,1,0,0,1,250,930,21,14,7.103322062526113
4,65,2,2,1,0,1,956,3800,7,50,8.479283618343016
0,300,5,3,3,0,1,0,8500,234,140,9.090993614343617
2,30,1,1,0,1,1,250,650,30,10,6.846943139585379
4,41,1,1,0,0,1,350,1760,45,23,7.68662133494462
0,98,3,2,1,1,1,325,1400,116,19,7.528869256642251
1,50,1,1,0,1,1,430,702,20,9,7.057897937411856
0,68,2,2,2,0,1,1365,3900,9,52,8.580543506917
4,193,3,3,3,1,1,3100,6500,834,83,9.261128538808288
4,32,1,1,1,0,1,350,1880,0,24,7.720905251936779
3,36,1,1,0,0,1,435,1300,0,17,7.469083884921234
4,167,3,1,0,0,1,0,1500,0,23,7.329093736246592
3,25,1,1,0,0,1,400,2006,67,26,7.824046010856292
3,55,2,2,1,0,1,500,1330,30,18,7.538494999413465
4,50,2,1,1,0,1,295,1500,47,20,7.529943370601589
3,125,2,4,1,1,1,3000,6500,500,84,9.218407743053941
2,85,3,2,2,0,0,700,3400,100,50,8.35490952835879
2,170,2,2,0,0,0,800,2700,184,40,8.22282213081366
4,300,5,6,2,1,1,0,8000,800,121,9.09627541568821
4,23,1,1,1,0,0,600,2800,99,36,8.170751423757535
2,160,2,4,2,0,1,1500,7000,167,103,9.079206103951382
0,210,3,5,4,0,1,2660,7200,169,96,9.223355309053677
4,120,3,3,2,0,1,0,4200,359,64,8.439015410352214
3,406,3,4,2,0,0,3200,15000,1167,194,9.881293067026359
1,63,2,1,1,1,1,352,1750,90,23,7.703459047867175
4,127,3,4,2,1,0,1227,3500,250,45,8.521782643750045
4,90,3,2,2,1,1,3160,5000,384,64,9.060563446657955
0,373,4,5,7,0,1,0,11500,522,189,9.410092463833022
3,60,2,1,1,0,1,300,1300,53,17,7.421177528595393
4,650,4,6,5,0,1,0,10000,834,151,9.3048320350689
4,250,3,3,2,0,0,2750,5500,792,70,9.117457244496126
0,318,4,2,2,1,1,0,4500,179,74,8.46674164792014
4,22,1,1,0,0,1,0,976,0,15,6.899723107284872
3,64,2,1,0,0,0,950,2700,250,35,8.277920258172143
4,172,4,5,3,0,1,2655,5500,943,70,9.1235835080499
4,108,3,3,2,1,1,1265,2200,253,28,8.228710798793687
4,31,1,1,1,0,1,520,2700,83,35,8.113426639943654
0,90,2,1,2,0,1,311,1800,121,24,7.721791776817535
3,81,2,1,0,0,1,1050,2650,300,35,8.3030093814735
3,80,2,1,1,1,1,660,1900,50,25,7.877017895622398
4,243,3,2,1,0,1,1840,8000,450,102,9.248695325852646
3,67,2,1,0,0,1,1700,6600,249,86,9.063694791634697
4,160,3,1,1,0,1,0,3000,298,46,8.11522197256233
2,67,2,1,1,0,1,300,1200,284,18,7.497207223203318
4,90,3,2,3,0,1,1018,1500,201,20,7.9157131993821155
4,186,4,4,3,0,1,1900,5600,584,71,9.006509131694346
3,15,1,1,0,0,1,0,700,0,10,6.566672429803241
2,62,2,2,2,0,1,570,1390,60,21,7.621684998724611
4,215,4,6,3,0,0,2100,5700,959,73,9.086249986745132
4,28,1,1,0,0,0,255,1764,0,23,7.622174594817622
4,240,4,5,3,0,1,3500,15000,1250,191,9.900533192709691
4,70,2,2,1,1,0,2274,2980,437,38,8.653470809708786
4,145,2,2,2,0,1,2530,7630,538,97,9.287394001418473
2,47,1,1,1,1,0,400,2200,0,33,7.876258882303226
4,62,2,2,1,0,0,749,2500,45,32,8.109826276018477
0,270,4,5,6,0,0,0,8000,317,132,9.041921720351219
4,266,3,5,1,0,0,2075,4320,391,55,8.830835365537549
4,109,1,1,2,1,0,1750,11500,479,146,9.53827627757511
4,24,1,1,0,0,0,450,2020,0,26,7.822845290279774
1,80,3,2,2,0,1,560,2500,250,32,8.114623886420098
4,500,4,8,4,0,0,0,14000,917,211,9.62450089845157
4,150,3,1,1,0,1,1172,4800,294,61,8.75273950944749
0,110,2,2,2,1,1,290,1346,88,10,7.45876269238096
4,110,2,3,2,1,0,2000,11500,502,146,9.557540571952371
4,77,3,1,2,0,1,953,3500,230,45,8.461469042643875
4,850,5,7,8,1,1,14000,4000,0,51,9.800956363888462
1,58,1,1,1,0,1,530,1200,0,16,7.465655310134056
4,145,3,3,1,0,0,2860,6600,555,84,9.220389707829185
2,42,1,1,1,0,1,415,1200,54,18,7.431299675155903
2,62,2,1,1,0,1,470,1150,70,17,7.443078374348516
4,65,2,1,0,0,1,0,1500,24,23,7.344719054149673
4,33,1,1,1,1,0,479,3000,125,39,8.200837258379849
4,140,3,5,2,0,0,0,3900,250,59,8.345217926676428
2,326,3,2,3,0,1,350,3900,2760,70,8.865170419651774
3,70,2,2,1,1,0,1000,2500,67,33,8.188966863648876
3,25,1,1,0,0,0,250,1112,0,7,7.222566018822171
4,67,2,2,2,0,1,618,2372,0,8,8.00603417874901
1,50,1,1,0,0,1,473,550,14,7,6.951772164398911
4,215,3,4,4,0,1,2859,6000,865,77,9.190341725469493
1,55,2,1,1,0,1,480,750,66,10,7.175489713624222
4,264,3,4,3,0,1,3300,6770,0,86,9.22631214148588
3,270,4,2,1,1,1,1800,7500,750,97,9.225327501784431
4,40,1,1,1,1,0,1300,4860,154,62,8.760453046315272
4,90,2,2,0,1,1,180,1800,375,23,7.774435510302958
3,50,2,2,1,0,1,850,950,59,13,7.5352967024440884
4,68,2,2,2,0,0,1500,6600,0,84,9.010058489805235
4,41,1,1,0,0,0,450,2470,0,32,7.990576881743923
4,420,3,5,5,0,1,0,8200,1084,124,9.149421957006766
4,150,3,2,1,0,1,0,2500,0,38,7.839525581704678
4,220,4,5,3,0,1,3000,7800,1000,99,9.38437770918244
4,113,2,2,1,0,1,1000,3000,50,39,8.316300249036848
4,268,4,4,4,0,0,3317,6000,899,77,9.239025005836092
2,74,3,1,1,0,1,380,1090,42,16,7.332369205929062
4,53,2,1,1,1,0,550,2400,21,31,8.00736706798333
2,64,1,1,1,0,0,398,1200,48,18,7.417580402414544
2,45,1,1,1,0,0,400,2550,120,38,8.042056410058754
1,120,3,3,2,1,1,400,1850,0,24,7.729735331385051
4,167,3,3,4,0,1,1814,5500,807,70,9.010913347279288
2,250,4,2,1,0,1,0,2700,209,48,7.992268643270745
0,28,1,1,1,1,0,550,1100,0,15,7.418180822726788
4,135,2,3,1,1,0,2745,8000,650,102,9.350189267092581
2,42,1,1,0,0,0,250,1250,25,19,7.3427791893318455
0,156,4,4,2,0,1,250,3500,248,47,8.305484017727691
4,300,4,5,5,1,1,3500,1990,10830,26,9.702044336534586
0,150,4,2,3,0,1,600,3500,380,47,8.41803561988302
4,54,2,2,1,0,1,400,1927,100,12,7.799753318287247
4,38,1,1,0,1,1,700,1650,0,25,7.773173680482536
0,474,5,5,7,0,1,0,15000,990,246,9.695294188174604
4,450,5,4,3,0,1,0,12000,1201,181,9.50159106930499
0,343,4,3,4,0,1,0,7000,320,115,8.914088348841334
4,180,3,2,4,0,1,0,3000,0,46,8.021912778985708
4,100,2,2,2,0,1,0,2000,0,31,7.616775808698373
4,102,2,3,2,0,1,0,2500,0,38,7.839525581704678
3,470,4,5,3,0,1,3772,6580,1650,85,9.400216653174247
3,140,3,3,1,0,1,2285,2820,343,37,8.60995467149755
4,380,4,1,0,0,1,0,2890,150,25,8.028129059431759
2,140,2,2,1,0,0,252,3000,150,44,8.145259566516865
4,520,3,4,3,0,0,0,7000,645,106,8.955706153570603
4,130,3,2,3,0,0,0,7450,167,112,8.952864141581468
4,49,1,1,1,0,0,700,2985,0,38,8.253227645581772
3,28,1,1,0,1,0,609,1099,0,15,7.452402451223638
1,58,2,1,1,0,1,472,870,75,12,7.265429723253953
4,32,1,1,1,1,0,480,2150,0,28,7.88570539124302
4,48,2,1,1,1,1,300,2000,26,26,7.763446388727362
4,30,1,1,0,0,0,370,1830,0,24,7.707512194600341
4,26,1,1,0,0,0,188,2650,55,34,7.982074875081202
3,65,2,1,0,0,1,450,1285,93,17,7.520776415062797
4,98,3,2,2,0,1,410,2290,25,35,7.923348211930154
4,234,3,4,4,0,1,3746,5000,1210,64,9.212438170058329
1,59,2,1,1,0,1,430,1190,47,16,7.428927194802272
4,97,2,3,1,0,1,760,6500,120,83,8.91784674252718
0,65,2,2,1,0,1,490,1100,70,15,7.424165281042028
2,42,1,1,1,0,1,500,2300,42,34,7.964503363551548
3,94,3,2,1,0,1,1733,3300,192,43,8.569595870209286
0,147,4,2,3,0,1,850,4700,330,63,8.690137586397595
4,73,3,2,2,0,1,550,2520,192,32,8.100161446936607
3,40,1,1,0,1,1,2000,2200,35,29,8.35819745992578
4,350,3,5,5,0,1,0,3080,200,47,8.1101268019411
4,384,3,3,4,1,1,0,11400,1142,172,9.450223039294668
4,48,1,1,2,0,0,2300,7000,245,89,9.173157580848466
3,96,3,2,1,1,1,1100,2500,165,33,8.242493153187626
2,55,2,1,0,0,0,350,1125,25,17,7.325148957955575
2,330,4,4,3,0,1,0,6994,403,125,8.925720273560222
2,49,1,1,0,0,1,330,900,24,14,7.1459844677143876
3,170,3,2,1,0,1,900,3500,0,46,8.399984990510696
4,243,2,3,2,0,1,0,4619,559,70,8.5657928612523
4,216,4,4,3,0,0,3100,8980,0,114,9.408453253565146
3,60,2,1,1,0,1,440,800,58,11,7.177782416195197
4,200,3,4,2,0,1,0,2500,500,38,8.019283792916793
2,48,1,1,0,0,1,309,700,28,11,6.955592608396297
1,130,3,2,6,0,1,0,2200,182,34,7.790282380703483
3,55,2,1,1,0,1,647,1080,185,14,7.563719668414366
4,200,4,3,2,0,1,0,5628,575,85,8.746557354543503
1,101,3,2,2,0,1,632,2200,119,28,7.9996785794994505
4,20,1,1,0,0,0,435,1650,59,21,7.680637427560936
4,97,3,3,2,0,1,1058,2500,275,32,8.259975659768276
4,83,2,2,1,0,1,782,4800,174,61,8.668711839055147
2,47,1,1,1,0,1,360,610,6,9,6.893656354602635
4,110,2,2,1,0,0,1285,4348,196,56,8.680331928793418
4,140,4,4,2,0,1,670,3100,153,40,8.285008895449879
4,242,3,4,3,0,0,2100,7000,250,89,9.152711259139547
4,35,1,1,0,0,1,270,1300,0,17,7.370230641807081
3,100,2,2,0,0,0,670,4700,375,61,8.66681936537205
4,134,3,3,1,0,1,1200,3500,200,45,8.506334448081361
2,50,2,1,1,1,1,0,1000,35,18,6.960347729101308
1,67,3,1,1,0,1,447,1200,26,16,7.432483807917119
4,150,2,3,0,0,1,0,4000,124,61,8.339500903005945
4,174,3,4,3,0,1,2200,13500,814,172,9.722624930978418
4,120,3,3,1,0,1,0,2800,75,43,7.978996370854115
2,90,4,2,0,1,1,0,1700,152,31,7.5411524551363085
4,16,1,1,0,1,1,0,850,30,11,6.79346613258001
1,110,3,1,1,0,1,830,1200,25,5,7.630946580890459
4,277,2,3,4,0,1,5295,13000,1550,165,9.904037401341563
4,79,3,1,1,1,1,700,1405,0,18,7.66105638236183
0,180,4,3,2,0,1,970,3260,390,44,8.447843113281444
4,300,3,3,2,0,0,2600,7650,500,97,9.292012520620208
4,270,2,3,4,0,1,0,3270,169,50,8.157657015196472
2,25,1,1,0,0,1,100,790,13,12,6.82001636467413
4,78,1,1,1,0,0,574,3850,225,49,8.455104999102815
4,82,2,2,1,0,1,1500,2450,192,32,8.336869637284956
0,55,2,1,2,0,1,160,1100,0,15,7.151485463904735
4,420,4,5,4,0,1,0,10000,667,151,9.289243969571649
1,115,2,3,2,0,0,687,3500,220,45,8.401333305321703
0,45,2,1,1,0,1,0,1000,0,14,6.922643891475888
4,47,3,1,1,0,1,300,1420,0,18,7.461065514354283
4,250,3,3,2,0,1,1600,2500,300,32,8.396831834745054
3,95,3,2,1,0,1,1602,5000,36,65,8.810459642161918
3,54,2,2,1,0,1,829,700,142,10,7.427738840532894
0,200,3,2,2,0,1,0,12000,369,197,9.43914785291483
4,380,3,3,5,0,1,0,10900,1713,164,9.455714972131714
3,60,2,2,0,0,1,1300,4000,1,52,8.585599224080298
4,300,3,3,2,0,1,0,6000,197,91,8.746557354543503
0,75,3,1,1,1,1,160,1100,80,15,7.212294468500341
0,32,1,1,1,0,1,197,1500,126,20,7.519692404116539
3,24,1,1,0,0,1,206,1400,21,19,7.4067107301776405
4,49,1,1,1,1,1,486,3200,0,13,8.216088098632316
2,50,2,1,0,0,0,488,1400,41,21,7.576097340623111
3,40,1,1,0,0,1,600,2200,61,29,7.969357742016346
4,30,1,1,1,1,0,1900,2000,150,26,8.313116702819253
4,70,2,1,1,0,1,300,1100,14,14,7.264730177929867
1,146,2,1,1,0,1,730,1620,128,21,7.824046010856292
3,120,2,2,0,0,0,1200,4750,389,62,8.764365720529808
1,67,3,1,1,1,1,351,890,40,12,7.165493475060845
0,347,4,4,3,0,1,2700,9000,589,120,9.426338455129521
0,80,2,2,1,1,1,0,1705,61,14,7.484930283289661
4,40,2,1,0,0,1,526,2500,129,32,8.067149039910106
1,44,2,1,1,0,1,192,1020,0,13,7.111512116496157
4,80,2,1,0,1,1,563,2200,59,28,7.955425088912672
2,106,3,3,1,0,1,800,3000,230,44,8.312626025674962
1,137,3,4,2,0,1,1176,3800,257,49,8.572249397164315
4,248,3,4,4,0,1,0,9000,1531,136,9.275285060616564
4,350,4,3,2,0,1,0,13500,1006,203,9.596350792250211
3,90,2,1,2,1,1,717,2800,13,37,8.1797604936999
4,16,1,1,0,1,1,0,1420,0,18,7.271703706887368
4,108,3,3,2,0,1,1200,3400,334,44,8.512984346642183
3,120,3,2,1,0,1,992,2414,223,32,8.205764725234456
1,54,2,1,1,0,1,320,1800,72,23,7.703459047867175
4,190,1,2,10,0,1,0,3900,34,59,8.29254851397576
0,100,3,3,1,0,1,300,1800,105,24,7.709756864454165
0,120,3,2,1,0,0,1083,2100,179,28,8.128880142125638
4,40,1,1,1,0,0,915,5000,115,36,8.710619527942297
4,185,2,2,2,1,1,0,1850,59,28,7.569411792450712
3,50,1,1,0,0,0,2300,2300,0,30,8.440528106480752
4,233,3,6,5,0,1,0,6000,506,91,8.794521851788527
4,47,2,2,2,0,0,520,2611,24,34,8.06777619577889
4,49,1,1,0,0,1,443,4100,89,52,8.452121194672523
2,76,3,2,2,0,1,250,2100,0,31,7.775695749915245
3,60,2,1,0,0,1,650,1300,0,17,7.584773077612199
4,200,4,5,3,0,1,2600,4500,834,58,8.98632143762602
3,200,3,4,2,0,1,1730,5000,306,65,8.868131713503033
2,184,3,3,2,0,1,1100,5445,264,80,8.837826364007704
4,117,3,4,2,0,1,1350,6100,490,78,8.989569004807029
2,80,3,1,0,1,1,0,1250,0,23,7.149916836132109
3,60,2,2,1,1,1,700,2000,67,26,7.935229539816907
4,140,3,2,1,0,0,0,8200,0,124,9.027018314848645
3,55,1,1,0,1,0,645,1500,60,20,7.70796153183549
4,131,3,2,1,0,1,1685,4200,197,54,8.722091302389098
4,142,3,4,3,0,1,1305,5000,414,64,8.822322177471738
1,35,1,1,1,0,1,392,1100,13,14,7.326465613840322
2,40,1,1,0,0,1,135,890,21,13,6.966024187106113
4,57,1,1,0,0,0,300,6000,17,77,8.763271714012943
2,30,1,1,0,0,1,270,890,34,13,7.0967213784947605
3,800,5,7,5,0,1,0,15000,334,229,9.65252306301951
2,250,2,2,0,0,0,0,4000,335,72,8.391176350832751
4,37,1,1,1,0,1,500,1500,150,20,7.682943169878292
0,240,4,5,3,1,0,2800,10000,962,134,9.539716058977092
3,95,3,2,1,0,1,702,1650,76,22,7.804251383528112
4,30,1,1,0,1,1,590,980,0,13,7.367708572374371
4,380,7,7,6,0,1,0,5800,417,88,8.749256840105007
4,50,2,1,0,0,1,515,1900,42,25,7.817222785508166
3,32,1,1,1,1,1,465,900,0,12,7.228388451573604
4,104,3,3,2,0,1,1300,6000,0,77,8.906257878156621
4,31,1,1,0,1,1,330,1575,0,20,7.563200592358071
4,700,4,5,2,0,0,3000,8000,402,102,9.350189267092581
1,138,3,3,0,0,1,1000,7000,84,89,9.008713664124222
4,77,2,1,1,0,1,980,4500,18,58,8.622813673279921
4,35,1,1,0,1,1,250,1305,0,17,7.360739903058278
4,216,4,3,4,0,1,1883,3500,659,45,8.714074899541522
